# meta: {"duration": 6.0, "fps": 24.0, "frame_count": 144, "led_count": 160, "motion": {"code": 0, "direction": "LEFT_ORIGIN"}, "palette": ["#ff6f61", "#ffd54f", "#00bcd4"], "ramp_space": "hsluv", "show_params": {"wave_amplitude": 0.45, "wave_direction": 1.0, "wave_frequency": 1.0, "wave_phase": 0.0, "wave_speed": 0.5}, "show_type": "sine", "software_version": "prism-tools/0.1.0", "sync": {"code": 0, "mode": "SYNC"}}
frame,led,r,g,b
64,16,116,225,0
64,17,140,224,0
64,18,158,223,0
64,19,174,222,0
64,20,187,221,0
64,21,200,219,0
64,22,211,218,0
64,23,222,217,0
64,24,233,216,0
64,25,244,215,0
64,26,255,213,0
64,27,255,211,79
64,28,255,208,80
64,29,255,205,80
64,30,255,202,80
64,31,255,199,80
64,32,255,195,80
64,33,255,192,79
64,34,255,189,79
64,35,255,186,79
64,36,255,183,78
64,37,255,180,78
64,38,255,177,78
64,39,255,174,78
64,40,255,171,78
64,41,255,168,78
64,42,255,165,78
64,43,255,162,79
64,44,255,159,79
64,45,255,157,79
64,46,255,154,80
64,47,255,151,81
64,48,255,149,81
64,49,255,146,82
64,50,255,144,83
64,51,255,142,83
64,52,255,140,84
64,53,255,137,85
64,54,255,136,86
64,55,255,134,86
64,56,255,132,87
64,57,255,131,88
64,58,255,129,88
64,59,255,128,89
64,60,255,127,89
64,61,255,126,90
64,62,255,125,90
64,63,255,124,91
64,64,255,124,91
64,65,255,124,91
64,66,255,124,91
64,67,255,124,91
64,68,255,124,91
64,69,255,124,91
64,70,255,125,90
64,71,255,125,90
64,72,255,126,90
64,73,255,127,89
64,74,255,128,89
64,75,255,130,88
64,76,255,131,88
64,77,255,133,87
64,78,255,135,86
64,79,255,137,85
64,80,255,138,85
64,81,255,141,84
64,82,255,143,83
64,83,255,145,82
64,84,255,147,82
64,85,255,150,81
64,86,255,152,80
64,87,255,155,80
64,88,255,158,79
64,89,255,160,79
64,90,255,163,78
64,91,255,166,78
64,92,255,169,78
64,93,255,172,78
64,94,255,175,78
64,95,255,178,78
64,96,255,181,78
64,97,255,184,78
64,98,255,188,79
64,99,255,191,79
64,100,255,194,79
64,101,255,197,80
64,102,255,200,80
64,103,255,203,80
64,104,255,207,80
64,105,255,210,80
64,106,255,213,79
64,107,249,214,0
64,108,239,215,0
64,109,228,217,0
64,110,217,218,0
64,111,205,219,0
64,112,193,220,0
64,113,180,221,0
64,114,166,222,0
64,115,150,223,0
64,116,129,225,0
64,117,102,226,0
64,118,59,228,0
64,119,0,227,64
64,120,0,225,101
64,121,0,222,121
64,122,0,220,135
64,123,0,218,146
64,124,0,216,154
64,125,0,214,161
64,126,0,212,166
64,127,0,210,171
64,128,0,209,175
64,129,0,207,178
64,130,0,206,181
64,131,0,205,184
64,132,0,203,186
64,133,0,202,188
64,134,0,201,190
64,135,0,200,192
64,136,0,199,194
64,137,0,198,195
64,138,0,198,196
64,139,0,197,197
64,140,0,196,198
64,141,0,196,199
64,142,0,196,200
64,143,0,195,200
64,144,0,195,200
64,145,0,195,201
64,146,0,195,201
64,147,0,195,201
64,148,0,195,200
64,149,0,195,200
64,150,0,196,199
64,151,0,196,199
64,152,0,197,198
64,153,0,197,197
64,154,0,198,196
64,155,0,199,194
64,156,0,200,193
64,157,0,201,191
64,158,0,202,189
64,159,0,203,188
65,0,0,207,179
65,1,0,209,175
65,2,0,210,172
65,3,0,212,167
65,4,0,214,162
65,5,0,216,155
65,6,0,217,147
65,7,0,220,138
65,8,0,222,124
65,9,0,224,106
65,10,0,227,74
65,11,44,228,0
65,12,96,227,0
65,13,125,225,0
65,14,146,224,0
65,15,163,222,0
65,16,178,221,0
65,17,191,220,0
65,18,203,219,0
65,19,214,218,0
65,20,225,217,0
65,21,236,216,0
65,22,247,214,0
65,23,255,213,68
65,24,255,210,80
65,25,255,207,80
65,26,255,204,80
65,27,255,201,80
65,28,255,198,80
65,29,255,194,80
65,30,255,191,79
65,31,255,188,79
65,32,255,185,78
65,33,255,182,78
65,34,255,179,78
65,35,255,176,78
65,36,255,173,78
65,37,255,170,78
65,38,255,167,78
65,39,255,164,78
65,40,255,161,79
65,41,255,158,79
65,42,255,156,80
65,43,255,153,80
65,44,255,150,81
65,45,255,148,81
65,46,255,145,82
65,47,255,143,83
65,48,255,141,84
65,49,255,139,84
65,50,255,137,85
65,51,255,135,86
65,52,255,133,87
65,53,255,132,87
65,54,255,130,88
65,55,255,129,89
65,56,255,128,89
65,57,255,126,90
65,58,255,125,90
65,59,255,125,90
65,60,255,124,91
65,61,255,124,91
65,62,255,124,91
65,63,255,124,91
65,64,255,124,91
65,65,255,124,91
65,66,255,124,91
65,67,255,125,90
65,68,255,126,90
65,69,255,127,90
65,70,255,128,89
65,71,255,129,89
65,72,255,130,88
65,73,255,132,87
65,74,255,133,87
65,75,255,135,86
65,76,255,137,85
65,77,255,139,84
65,78,255,141,84
65,79,255,143,83
65,80,255,146,82
65,81,255,148,81
65,82,255,151,81
65,83,255,153,80
65,84,255,156,80
65,85,255,159,79
65,86,255,161,79
65,87,255,164,78
65,88,255,167,78
65,89,255,170,78
65,90,255,173,78
65,91,255,176,78
65,92,255,179,78
65,93,255,182,78
65,94,255,185,78
65,95,255,188,79
65,96,255,192,79
65,97,255,195,80
65,98,255,198,80
65,99,255,201,80
65,100,255,204,80
65,101,255,208,80
65,102,255,211,80
65,103,255,213,44
65,104,246,215,0
65,105,235,216,0
65,106,224,217,0
65,107,213,218,0
65,108,202,219,0
65,109,189,220,0
65,110,176,221,0
65,111,160,223,0
65,112,143,224,0
65,113,122,225,0
65,114,92,227,0
65,115,30,229,0
65,116,0,227,79
65,117,0,224,109
65,118,0,221,126
65,119,0,219,139
65,120,0,217,149
65,121,0,215,156
65,122,0,213,162
65,123,0,212,168
65,124,0,210,172
65,125,0,208,176
65,126,0,207,179
65,127,0,206,182
65,128,0,204,185
65,129,0,203,187
65,130,0,202,189
65,131,0,201,191
65,132,0,200,193
65,133,0,199,194
65,134,0,198,195
65,135,0,197,197
65,136,0,197,198
65,137,0,196,199
65,138,0,196,199
65,139,0,195,200
65,140,0,195,200
65,141,0,195,201
65,142,0,195,201
65,143,0,195,201
65,144,0,195,200
65,145,0,195,200
65,146,0,195,200
65,147,0,196,199
65,148,0,196,198
65,149,0,197,198
65,150,0,197,197
65,151,0,198,195
65,152,0,199,194
65,153,0,200,192
65,154,0,201,191
65,155,0,202,189
65,156,0,203,187
65,157,0,204,184
65,158,0,206,182
65,159,0,207,179
66,0,0,212,166
66,1,0,214,160
66,2,0,216,153
66,3,0,218,145
66,4,0,220,134
66,5,0,223,119
66,6,0,225,98
66,7,0,228,57
66,8,66,228,0
66,9,106,226,0
66,10,132,225,0
66,11,152,223,0
66,12,168,222,0
66,13,182,221,0
66,14,195,220,0
66,15,207,219,0
66,16,218,218,0
66,17,229,217,0
66,18,240,215,0
66,19,250,214,0
66,20,255,213,79
66,21,255,209,80
66,22,255,206,80
66,23,255,203,80
66,24,255,200,80
66,25,255,197,80
66,26,255,193,79
66,27,255,190,79
66,28,255,187,79
66,29,255,184,78
66,30,255,181,78
66,31,255,178,78
66,32,255,175,78
66,33,255,172,78
66,34,255,169,78
66,35,255,166,78
66,36,255,163,78
66,37,255,160,79
66,38,255,157,79
66,39,255,155,80
66,40,255,152,80
66,41,255,150,81
66,42,255,147,82
66,43,255,145,82
66,44,255,143,83
66,45,255,140,84
66,46,255,138,85
66,47,255,136,85
66,48,255,134,86
66,49,255,133,87
66,50,255,131,88
66,51,255,130,88
66,52,255,128,89
66,53,255,127,89
66,54,255,126,90
66,55,255,125,90
66,56,255,125,90
66,57,255,124,91
66,58,255,124,91
66,59,255,124,91
66,60,255,124,91
66,61,255,124,91
66,62,255,124,91
66,63,255,125,90
66,64,255,125,90
66,65,255,126,90
66,66,255,127,89
66,67,255,128,89
66,68,255,129,88
66,69,255,131,88
66,70,255,132,87
66,71,255,134,86
66,72,255,136,86
66,73,255,138,85
66,74,255,140,84
66,75,255,142,83
66,76,255,144,83
66,77,255,147,82
66,78,255,149,81
66,79,255,151,81
66,80,255,154,80
66,81,255,157,79
66,82,255,159,79
66,83,255,162,78
66,84,255,165,78
66,85,255,168,78
66,86,255,171,78
66,87,255,174,78
66,88,255,177,78
66,89,255,180,78
66,90,255,183,78
66,91,255,186,79
66,92,255,190,79
66,93,255,193,79
66,94,255,196,80
66,95,255,199,80
66,96,255,202,80
66,97,255,205,80
66,98,255,209,80
66,99,255,212,79
66,100,253,213,0
66,101,242,215,0
66,102,231,216,0
66,103,221,217,0
66,104,209,219,0
66,105,198,220,0
66,106,185,221,0
66,107,171,222,0
66,108,156,223,0
66,109,137,224,0
66,110,113,226,0
66,111,79,227,0
66,112,0,228,36
66,113,0,226,90
66,114,0,223,114
66,115,0,221,131
66,116,0,219,142
66,117,0,217,151
66,118,0,215,158
66,119,0,213,164
66,120,0,211,169
66,121,0,210,173
66,122,0,208,177
66,123,0,207,180
66,124,0,205,183
66,125,0,204,185
66,126,0,203,188
66,127,0,201,190
66,128,0,200,192
66,129,0,200,193
66,130,0,199,195
66,131,0,198,196
66,132,0,197,197
66,133,0,197,198
66,134,0,196,199
66,135,0,196,199
66,136,0,195,200
66,137,0,195,200
66,138,0,195,201
66,139,0,195,201
66,140,0,195,201
66,141,0,195,200
66,142,0,195,200
66,143,0,196,200
66,144,0,196,199
66,145,0,196,198
66,146,0,197,197
66,147,0,198,196
66,148,0,199,195
66,149,0,199,194
66,150,0,200,192
66,151,0,201,190
66,152,0,202,188
66,153,0,204,186
66,154,0,205,184
66,155,0,206,181
66,156,0,208,178
66,157,0,209,174
66,158,0,211,170
66,159,0,212,166
67,0,0,219,141
67,1,0,221,130
67,2,0,223,114
67,3,0,226,88
67,4,0,229,28
67,5,82,227,0
67,6,115,226,0
67,7,138,224,0
67,8,157,223,0
67,9,172,222,0
67,10,186,221,0
67,11,199,220,0
67,12,210,219,0
67,13,221,217,0
67,14,232,216,0
67,15,243,215,0
67,16,254,213,0
67,17,255,212,79
67,18,255,208,80
67,19,255,205,80
67,20,255,202,80
67,21,255,199,80
67,22,255,196,80
67,23,255,192,79
67,24,255,189,79
67,25,255,186,79
67,26,255,183,78
67,27,255,180,78
67,28,255,177,78
67,29,255,174,78
67,30,255,171,78
67,31,255,168,78
67,32,255,165,78
67,33,255,162,78
67,34,255,159,79
67,35,255,157,79
67,36,255,154,80
67,37,255,151,81
67,38,255,149,81
67,39,255,146,82
67,40,255,144,83
67,41,255,142,83
67,42,255,140,84
67,43,255,138,85
67,44,255,136,86
67,45,255,134,86
67,46,255,132,87
67,47,255,131,88
67,48,255,129,88
67,49,255,128,89
67,50,255,127,89
67,51,255,126,90
67,52,255,125,90
67,53,255,125,90
67,54,255,124,91
67,55,255,124,91
67,56,255,124,91
67,57,255,124,91
67,58,255,124,91
67,59,255,124,91
67,60,255,125,90
67,61,255,125,90
67,62,255,126,90
67,63,255,127,89
67,64,255,128,89
67,65,255,130,88
67,66,255,131,88
67,67,255,133,87
67,68,255,135,86
67,69,255,136,85
67,70,255,138,85
67,71,255,140,84
67,72,255,143,83
67,73,255,145,82
67,74,255,147,82
67,75,255,150,81
67,76,255,152,80
67,77,255,155,80
67,78,255,158,79
67,79,255,160,79
67,80,255,163,78
67,81,255,166,78
67,82,255,169,78
67,83,255,172,78
67,84,255,175,78
67,85,255,178,78
67,86,255,181,78
67,87,255,184,78
67,88,255,187,79
67,89,255,190,79
67,90,255,194,79
67,91,255,197,80
67,92,255,200,80
67,93,255,203,80
67,94,255,206,80
67,95,255,210,80
67,96,255,213,79
67,97,250,214,0
67,98,239,215,0
67,99,228,217,0
67,100,218,218,0
67,101,206,219,0
67,102,194,220,0
67,103,181,221,0
67,104,167,222,0
67,105,151,223,0
67,106,131,225,0
67,107,104,226,0
67,108,63,228,0
67,109,0,228,61
67,110,0,225,100
67,111,0,222,120
67,112,0,220,135
67,113,0,218,146
67,114,0,216,154
67,115,0,214,160
67,116,0,212,166
67,117,0,211,171
67,118,0,209,175
67,119,0,208,178
67,120,0,206,181
67,121,0,205,184
67,122,0,204,186
67,123,0,202,188
67,124,0,201,190
67,125,0,200,192
67,126,0,199,194
67,127,0,198,195
67,128,0,198,196
67,129,0,197,197
67,130,0,196,198
67,131,0,196,199
67,132,0,196,200
67,133,0,195,200
67,134,0,195,200
67,135,0,195,201
67,136,0,195,201
67,137,0,195,201
67,138,0,195,200
67,139,0,195,200
67,140,0,196,199
67,141,0,196,199
67,142,0,197,198
67,143,0,197,197
67,144,0,198,196
67,145,0,199,194
67,146,0,200,193
67,147,0,201,191
67,148,0,202,190
67,149,0,203,188
67,150,0,204,185
67,151,0,205,183
67,152,0,207,180
67,153,0,208,177
67,154,0,210,173
67,155,0,211,169
67,156,0,213,164
67,157,0,215,158
67,158,0,217,150
67,159,0,219,141
68,0,0,227,77
68,1,38,229,0
68,2,94,227,0
68,3,124,225,0
68,4,144,224,0
68,5,162,222,0
68,6,177,221,0
68,7,190,220,0
68,8,202,219,0
68,9,214,218,0
68,10,225,217,0
68,11,236,216,0
68,12,246,214,0
68,13,255,213,54
68,14,255,211,80
68,15,255,207,80
68,16,255,204,80
68,17,255,201,80
68,18,255,198,80
68,19,255,195,80
68,20,255,192,79
68,21,255,188,79
68,22,255,185,78
68,23,255,182,78
68,24,255,179,78
68,25,255,176,78
68,26,255,173,78
68,27,255,170,78
68,28,255,167,78
68,29,255,164,78
68,30,255,161,79
68,31,255,158,79
68,32,255,156,80
68,33,255,153,80
68,34,255,150,81
68,35,255,148,81
68,36,255,146,82
68,37,255,143,83
68,38,255,141,84
68,39,255,139,84
68,40,255,137,85
68,41,255,135,86
68,42,255,133,87
68,43,255,132,87
68,44,255,130,88
68,45,255,129,89
68,46,255,128,89
68,47,255,127,90
68,48,255,126,90
68,49,255,125,90
68,50,255,124,91
68,51,255,124,91
68,52,255,124,91
68,53,255,124,91
68,54,255,124,91
68,55,255,124,91
68,56,255,124,91
68,57,255,125,90
68,58,255,126,90
68,59,255,127,90
68,60,255,128,89
68,61,255,129,89
68,62,255,130,88
68,63,255,132,87
68,64,255,133,87
68,65,255,135,86
68,66,255,137,85
68,67,255,139,84
68,68,255,141,84
68,69,255,143,83
68,70,255,146,82
68,71,255,148,81
68,72,255,150,81
68,73,255,153,80
68,74,255,156,80
68,75,255,158,79
68,76,255,161,79
68,77,255,164,78
68,78,255,167,78
68,79,255,170,78
68,80,255,173,78
68,81,255,176,78
68,82,255,179,78
68,83,255,182,78
68,84,255,185,78
68,85,255,188,79
68,86,255,192,79
68,87,255,195,80
68,88,255,198,80
68,89,255,201,80
68,90,255,204,80
68,91,255,207,80
68,92,255,211,80
68,93,255,213,54
68,94,246,214,0
68,95,236,216,0
68,96,225,217,0
68,97,214,218,0
68,98,202,219,0
68,99,190,220,0
68,100,177,221,0
68,101,162,222,0
68,102,144,224,0
68,103,124,225,0
68,104,94,227,0
68,105,38,229,0
68,106,0,227,77
68,107,0,224,107
68,108,0,222,125
68,109,0,219,139
68,110,0,217,148
68,111,0,215,156
68,112,0,214,162
68,113,0,212,167
68,114,0,210,172
68,115,0,208,176
68,116,0,207,179
68,117,0,206,182
68,118,0,204,185
68,119,0,203,187
68,120,0,202,189
68,121,0,201,191
68,122,0,200,192
68,123,0,199,194
68,124,0,198,195
68,125,0,197,197
68,126,0,197,198
68,127,0,196,199
68,128,0,196,199
68,129,0,195,200
68,130,0,195,200
68,131,0,195,201
68,132,0,195,201
68,133,0,195,201
68,134,0,195,201
68,135,0,195,200
68,136,0,195,200
68,137,0,196,199
68,138,0,196,199
68,139,0,197,198
68,140,0,197,197
68,141,0,198,195
68,142,0,199,194
68,143,0,200,192
68,144,0,201,191
68,145,0,202,189
68,146,0,203,187
68,147,0,204,185
68,148,0,206,182
68,149,0,207,179
68,150,0,208,176
68,151,0,210,172
68,152,0,212,167
68,153,0,214,162
68,154,0,215,156
68,155,0,217,148
68,156,0,219,139
68,157,0,222,125
68,158,0,224,107
68,159,0,227,77
69,0,131,225,0
69,1,151,223,0
69,2,167,222,0
69,3,181,221,0
69,4,194,220,0
69,5,206,219,0
69,6,218,218,0
69,7,228,217,0
69,8,239,215,0
69,9,250,214,0
69,10,255,213,79
69,11,255,210,80
69,12,255,206,80
69,13,255,203,80
69,14,255,200,80
69,15,255,197,80
69,16,255,194,79
69,17,255,190,79
69,18,255,187,79
69,19,255,184,78
69,20,255,181,78
69,21,255,178,78
69,22,255,175,78
69,23,255,172,78
69,24,255,169,78
69,25,255,166,78
69,26,255,163,78
69,27,255,160,79
69,28,255,158,79
69,29,255,155,80
69,30,255,152,80
69,31,255,150,81
69,32,255,147,82
69,33,255,145,82
69,34,255,143,83
69,35,255,140,84
69,36,255,138,85
69,37,255,136,85
69,38,255,135,86
69,39,255,133,87
69,40,255,131,88
69,41,255,130,88
69,42,255,128,89
69,43,255,127,89
69,44,255,126,90
69,45,255,125,90
69,46,255,125,90
69,47,255,124,91
69,48,255,124,91
69,49,255,124,91
69,50,255,124,91
69,51,255,124,91
69,52,255,124,91
69,53,255,125,90
69,54,255,125,90
69,55,255,126,90
69,56,255,127,89
69,57,255,128,89
69,58,255,129,88
69,59,255,131,88
69,60,255,132,87
69,61,255,134,86
69,62,255,136,86
69,63,255,138,85
69,64,255,140,84
69,65,255,142,83
69,66,255,144,83
69,67,255,146,82
69,68,255,149,81
69,69,255,151,81
69,70,255,154,80
69,71,255,157,79
69,72,255,159,79
69,73,255,162,78
69,74,255,165,78
69,75,255,168,78
69,76,255,171,78
69,77,255,174,78
69,78,255,177,78
69,79,255,180,78
69,80,255,183,78
69,81,255,186,79
69,82,255,189,79
69,83,255,192,79
69,84,255,196,80
69,85,255,199,80
69,86,255,202,80
69,87,255,205,80
69,88,255,208,80
69,89,255,212,79
69,90,254,213,0
69,91,243,215,0
69,92,232,216,0
69,93,221,217,0
69,94,210,219,0
69,95,199,220,0
69,96,186,221,0
69,97,172,222,0
69,98,157,223,0
69,99,138,224,0
69,100,115,226,0
69,101,82,227,0
69,102,0,229,28
69,103,0,226,88
69,104,0,223,114
69,105,0,221,130
69,106,0,219,141
69,107,0,217,150
69,108,0,215,158
69,109,0,213,164
69,110,0,211,169
69,111,0,210,173
69,112,0,208,177
69,113,0,207,180
69,114,0,205,183
69,115,0,204,185
69,116,0,203,188
69,117,0,202,190
69,118,0,201,191
69,119,0,200,193
69,120,0,199,194
69,121,0,198,196
69,122,0,197,197
69,123,0,197,198
69,124,0,196,199
69,125,0,196,199
69,126,0,195,200
69,127,0,195,200
69,128,0,195,201
69,129,0,195,201
69,130,0,195,201
69,131,0,195,200
69,132,0,195,200
69,133,0,196,200
69,134,0,196,199
69,135,0,196,198
69,136,0,197,197
69,137,0,198,196
69,138,0,198,195
69,139,0,199,194
69,140,0,200,192
69,141,0,201,190
69,142,0,202,188
69,143,0,204,186
69,144,0,205,184
69,145,0,206,181
69,146,0,208,178
69,147,0,209,175
69,148,0,211,171
69,149,0,212,166
69,150,0,214,160
69,151,0,216,154
69,152,0,218,146
69,153,0,220,135
69,154,0,222,120
69,155,0,225,100
69,156,0,228,61
69,157,63,228,0
69,158,104,226,0
69,159,131,225,0
70,0,185,221,0
70,1,198,220,0
70,2,209,219,0
70,3,221,217,0
70,4,231,216,0
70,5,242,215,0
70,6,253,213,0
70,7,255,212,79
70,8,255,209,80
70,9,255,205,80
70,10,255,202,80
70,11,255,199,80
70,12,255,196,80
70,13,255,193,79
70,14,255,190,79
70,15,255,186,79
70,16,255,183,78
70,17,255,180,78
70,18,255,177,78
70,19,255,174,78
70,20,255,171,78
70,21,255,168,78
70,22,255,165,78
70,23,255,162,78
70,24,255,159,79
70,25,255,157,79
70,26,255,154,80
70,27,255,151,81
70,28,255,149,81
70,29,255,147,82
70,30,255,144,83
70,31,255,142,83
70,32,255,140,84
70,33,255,138,85
70,34,255,136,86
70,35,255,134,86
70,36,255,132,87
70,37,255,131,88
70,38,255,129,88
70,39,255,128,89
70,40,255,127,89
70,41,255,126,90
70,42,255,125,90
70,43,255,125,90
70,44,255,124,91
70,45,255,124,91
70,46,255,124,91
70,47,255,124,91
70,48,255,124,91
70,49,255,124,91
70,50,255,125,90
70,51,255,125,90
70,52,255,126,90
70,53,255,127,89
70,54,255,128,89
70,55,255,130,88
70,56,255,131,88
70,57,255,133,87
70,58,255,134,86
70,59,255,136,85
70,60,255,138,85
70,61,255,140,84
70,62,255,143,83
70,63,255,145,82
70,64,255,147,82
70,65,255,150,81
70,66,255,152,80
70,67,255,155,80
70,68,255,157,79
70,69,255,160,79
70,70,255,163,78
70,71,255,166,78
70,72,255,169,78
70,73,255,172,78
70,74,255,175,78
70,75,255,178,78
70,76,255,181,78
70,77,255,184,78
70,78,255,187,79
70,79,255,190,79
70,80,255,193,79
70,81,255,197,80
70,82,255,200,80
70,83,255,203,80
70,84,255,206,80
70,85,255,209,80
70,86,255,213,79
70,87,250,214,0
70,88,240,215,0
70,89,229,217,0
70,90,218,218,0
70,91,207,219,0
70,92,195,220,0
70,93,182,221,0
70,94,168,222,0
70,95,152,223,0
70,96,132,225,0
70,97,106,226,0
70,98,66,228,0
70,99,0,228,57
70,100,0,225,98
70,101,0,223,119
70,102,0,220,134
70,103,0,218,145
70,104,0,216,153
70,105,0,214,160
70,106,0,212,166
70,107,0,211,170
70,108,0,209,174
70,109,0,208,178
70,110,0,206,181
70,111,0,205,184
70,112,0,204,186
70,113,0,202,188
70,114,0,201,190
70,115,0,200,192
70,116,0,199,194
70,117,0,199,195
70,118,0,198,196
70,119,0,197,197
70,120,0,196,198
70,121,0,196,199
70,122,0,196,200
70,123,0,195,200
70,124,0,195,200
70,125,0,195,201
70,126,0,195,201
70,127,0,195,201
70,128,0,195,200
70,129,0,195,200
70,130,0,196,199
70,131,0,196,199
70,132,0,197,198
70,133,0,197,197
70,134,0,198,196
70,135,0,199,195
70,136,0,200,193
70,137,0,200,192
70,138,0,201,190
70,139,0,203,188
70,140,0,204,185
70,141,0,205,183
70,142,0,207,180
70,143,0,208,177
70,144,0,210,173
70,145,0,211,169
70,146,0,213,164
70,147,0,215,158
70,148,0,217,151
70,149,0,219,142
70,150,0,221,131
70,151,0,223,114
70,152,0,226,90
70,153,0,228,36
70,154,79,227,0
70,155,113,226,0
70,156,137,224,0
70,157,156,223,0
70,158,171,222,0
70,159,185,221,0
71,0,224,217,0
71,1,235,216,0
71,2,246,215,0
71,3,255,213,44
71,4,255,211,80
71,5,255,208,80
71,6,255,204,80
71,7,255,201,80
71,8,255,198,80
71,9,255,195,80
71,10,255,192,79
71,11,255,188,79
71,12,255,185,78
71,13,255,182,78
71,14,255,179,78
71,15,255,176,78
71,16,255,173,78
71,17,255,170,78
71,18,255,167,78
71,19,255,164,78
71,20,255,161,79
71,21,255,159,79
71,22,255,156,80
71,23,255,153,80
71,24,255,151,81
71,25,255,148,81
71,26,255,146,82
71,27,255,143,83
71,28,255,141,84
71,29,255,139,84
71,30,255,137,85
71,31,255,135,86
71,32,255,133,87
71,33,255,132,87
71,34,255,130,88
71,35,255,129,89
71,36,255,128,89
71,37,255,127,90
71,38,255,126,90
71,39,255,125,90
71,40,255,124,91
71,41,255,124,91
71,42,255,124,91
71,43,255,124,91
71,44,255,124,91
71,45,255,124,91
71,46,255,124,91
71,47,255,125,90
71,48,255,125,90
71,49,255,126,90
71,50,255,128,89
71,51,255,129,89
71,52,255,130,88
71,53,255,132,87
71,54,255,133,87
71,55,255,135,86
71,56,255,137,85
71,57,255,139,84
71,58,255,141,84
71,59,255,143,83
71,60,255,145,82
71,61,255,148,81
71,62,255,150,81
71,63,255,153,80
71,64,255,156,80
71,65,255,158,79
71,66,255,161,79
71,67,255,164,78
71,68,255,167,78
71,69,255,170,78
71,70,255,173,78
71,71,255,176,78
71,72,255,179,78
71,73,255,182,78
71,74,255,185,78
71,75,255,188,79
71,76,255,191,79
71,77,255,194,80
71,78,255,198,80
71,79,255,201,80
71,80,255,204,80
71,81,255,207,80
71,82,255,210,80
71,83,255,213,68
71,84,247,214,0
71,85,236,216,0
71,86,225,217,0
71,87,214,218,0
71,88,203,219,0
71,89,191,220,0
71,90,178,221,0
71,91,163,222,0
71,92,146,224,0
71,93,125,225,0
71,94,96,227,0
71,95,44,228,0
71,96,0,227,74
71,97,0,224,106
71,98,0,222,124
71,99,0,220,138
71,100,0,217,147
71,101,0,216,155
71,102,0,214,162
71,103,0,212,167
71,104,0,210,172
71,105,0,209,175
71,106,0,207,179
71,107,0,206,182
71,108,0,204,184
71,109,0,203,187
71,110,0,202,189
71,111,0,201,191
71,112,0,200,192
71,113,0,199,194
71,114,0,198,195
71,115,0,197,197
71,116,0,197,198
71,117,0,196,198
71,118,0,196,199
71,119,0,195,200
71,120,0,195,200
71,121,0,195,200
71,122,0,195,201
71,123,0,195,201
71,124,0,195,201
71,125,0,195,200
71,126,0,195,200
71,127,0,196,199
71,128,0,196,199
71,129,0,197,198
71,130,0,197,197
71,131,0,198,195
71,132,0,199,194
71,133,0,200,193
71,134,0,201,191
71,135,0,202,189
71,136,0,203,187
71,137,0,204,185
71,138,0,206,182
71,139,0,207,179
71,140,0,208,176
71,141,0,210,172
71,142,0,212,168
71,143,0,213,162
71,144,0,215,156
71,145,0,217,149
71,146,0,219,139
71,147,0,221,126
71,148,0,224,109
71,149,0,227,79
71,150,30,229,0
71,151,92,227,0
71,152,122,225,0
71,153,143,224,0
71,154,160,223,0
71,155,176,221,0
71,156,189,220,0
71,157,202,219,0
71,158,213,218,0
71,159,224,217,0
72,0,255,213,79
72,1,255,210,80
72,2,255,207,80
72,3,255,203,80
72,4,255,200,80
72,5,255,197,80
72,6,255,194,79
72,7,255,191,79
72,8,255,188,79
72,9,255,184,78
72,10,255,181,78
72,11,255,178,78
72,12,255,175,78
72,13,255,172,78
72,14,255,169,78
72,15,255,166,78
72,16,255,163,78
72,17,255,160,79
72,18,255,158,79
72,19,255,155,80
72,20,255,152,80
72,21,255,150,81
72,22,255,147,82
72,23,255,145,82
72,24,255,143,83
72,25,255,141,84
72,26,255,138,85
72,27,255,137,85
72,28,255,135,86
72,29,255,133,87
72,30,255,131,88
72,31,255,130,88
72,32,255,128,89
72,33,255,127,89
72,34,255,126,90
72,35,255,125,90
72,36,255,125,90
72,37,255,124,91
72,38,255,124,91
72,39,255,124,91
72,40,255,124,91
72,41,255,124,91
72,42,255,124,91
72,43,255,124,91
72,44,255,125,90
72,45,255,126,90
72,46,255,127,89
72,47,255,128,89
72,48,255,129,88
72,49,255,131,88
72,50,255,132,87
72,51,255,134,86
72,52,255,136,86
72,53,255,137,85
72,54,255,140,84
72,55,255,142,83
72,56,255,144,83
72,57,255,146,82
72,58,255,149,81
72,59,255,151,81
72,60,255,154,80
72,61,255,157,79
72,62,255,159,79
72,63,255,162,79
72,64,255,165,78
72,65,255,168,78
72,66,255,171,78
72,67,255,174,78
72,68,255,177,78
72,69,255,180,78
72,70,255,183,78
72,71,255,186,79
72,72,255,189,79
72,73,255,192,79
72,74,255,195,80
72,75,255,199,80
72,76,255,202,80
72,77,255,205,80
72,78,255,208,80
72,79,255,211,79
72,80,255,213,0
72,81,244,215,0
72,82,233,216,0
72,83,222,217,0
72,84,211,218,0
72,85,200,219,0
72,86,187,221,0
72,87,174,222,0
72,88,158,223,0
72,89,140,224,0
72,90,116,225,0
72,91,84,227,0
72,92,0,229,17
72,93,0,226,86
72,94,0,223,113
72,95,0,221,129
72,96,0,219,141
72,97,0,217,150
72,98,0,215,157
72,99,0,213,164
72,100,0,211,168
72,101,0,210,173
72,102,0,208,176
72,103,0,207,180
72,104,0,205,183
72,105,0,204,185
72,106,0,203,188
72,107,0,202,189
72,108,0,201,191
72,109,0,200,193
72,110,0,199,194
